p_fatal,실제
0.3744183106846923,경+중등도
0.1225324980930637,경+중등도
0.35927544903171543,경+중등도
0.10937032632117004,경+중등도
0.010322366279800618,중상
0.0036228200723944595,경+중등도
0.25683829912215855,경+중등도
0.13616250916255587,경+중등도
0.4237564288178753,중상
0.25347647452779526,경+중등도
0.5650528577800169,경+중등도
0.1290666224629569,경+중등도
0.13667496430838202,경+중등도
0.13086749924269228,경+중등도
0.2971982851747786,경+중등도
0.016627992315898715,중상
0.13979920286385641,경+중등도
0.4503240592243292,중상
0.4241200362783355,경+중등도
0.2608840382758833,경+중등도
0.24163470144883203,경+중등도
0.33571828724286706,경+중등도
0.21897516171762224,치명
0.10382135636160149,경+중등도
0.19207509989677962,경+중등도
0.08743448374239267,경+중등도
0.05140790882467464,경+중등도
0.10111925477533072,중상
0.2881482688636607,경+중등도
0.24322651424519282,경+중등도
0.8513205644116809,경+중등도
0.03639638365696788,경+중등도
0.1579311750463869,경+중등도
0.5761085083071368,경+중등도
0.10527941654982775,경+중등도
0.8854905430379829,경+중등도
0.7436810012812837,경+중등도
0.112315291191047,경+중등도
0.214359507027542,경+중등도
0.04238147644050654,경+중등도
0.2451805417512015,경+중등도
0.16214257116547584,경+중등도
0.9568597846483406,치명
0.20542533592676895,경+중등도
0.27253131652469403,경+중등도
0.2346628979882818,경+중등도
0.36344706954833805,경+중등도
0.34659615705388375,경+중등도
0.1629474493513736,경+중등도
0.031460434279987064,경+중등도
0.05228895053026416,경+중등도
0.08206601416088757,중상
0.42192641715554363,경+중등도
0.7509204453615163,치명
0.060927718453367745,경+중등도
0.04572834803511747,경+중등도
0.14345089880176604,경+중등도
0.24504273806007992,경+중등도
0.12291305580821195,경+중등도
0.02424820138219619,경+중등도
0.06930026657936376,경+중등도
0.6211962286748616,치명
0.10505537088245741,경+중등도
0.1557132073155816,경+중등도
0.47420040012205583,경+중등도
0.1700905607007169,경+중등도
0.09471699803343912,경+중등도
0.005123929291095205,경+중등도
0.13311782069808095,경+중등도
0.29706279431575594,경+중등도
